Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,P,AB,G,AVG,wOBA,xWOBA,2B,HR,K%,BB%,ExitVel,Air EV,90thExitVel,MinMxExitVel,LaunchAng,LA10-30%,EV95+LA10-30%,Swing%,InZoneSwing%,Z-Contact%,Chase%,SwStrk%,Miss vs 93+ FB,xSLG vs 93+ FB,Miss vs 83+Spin,xSLG vs 83+ Spin,O-Contact%,HardHit%,Contact%
2137,1131535616,M. Chapman,Manoah Chapman,Chapman,Manoah,2B,UC Riverside,UCRV,730281728,UC Riverside,BBC,R,R,747,189,0,0.259,0.311,0.275,8,1,27.40%,9.90%,84.4,83.6,100,102.1,12,31.50%,11.10%,41.00%,62.70%,85.60%,27.80%,9.90%,30.00%,0.178,80.00%,0.1,49.50%,35%,75.80%
2138,1607304608,B. Boyd,Brandon Boyd,Boyd,Brandon,TWP,Delaware State University,DSU,730217984,Delaware State,BBC,U,U,362,95,7,0.232,0.31,0.299,6,1,22.10%,11.50%,85.8,-,99.3,99.3,-10.1,50.00%,25.00%,45.30%,73.20%,69.80%,2.50%,11.90%,-,0,-,0,66.70%,25%,73.80%
2139,1213027329,E. Willoughby,Ethan Willoughby,Willoughby,Ethan,3B,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,767,188,0,0.266,0.31,0.274,8,2,17.50%,8.50%,85.6,86.5,99.3,103.3,6.3,26.30%,11.10%,45.40%,68.50%,89.70%,22.10%,7.20%,14.30%,0.083,37.50%,0.02,64.50%,33%,84.20%
2140,1486962578,S. Meth,Sean Meth,Meth,Sean,1B,Fairfield University,FAIR,730380544,Fairfield,BBC,R,R,848,187,0,0.23,0.31,0.349,9,4,19.00%,9.00%,91.9,92.8,107,108.3,16.8,44.40%,29.60%,40.60%,55.80%,87.20%,25.20%,8.60%,0.00%,0.56,50.00%,0.188,59.40%,44%,78.80%
2141,1246155620,D. Joseph II,Desmore Joseph II,Joseph II,Desmore,1B,Alabama A&M University,AAMU,730365440,Alabama A&M,BBC,R,R,310,111,0,0.261,0.31,0.263,3,1,17.40%,9.10%,81.3,82.7,94.5,94.9,0.1,18.80%,0.00%,46.50%,73.30%,89.60%,27.00%,5.20%,-,-,-,-,60.00%,0%,88.90%
2142,1226678528,L. Jenkins,Luke Jenkins,Jenkins,Luke,LF,UNC Greensboro,UNCG,730238720,UNC Greensboro,BBC,L,R,601,142,0,0.261,0.31,0.275,6,0,22.20%,10.20%,83.2,87,100.9,103.8,2.5,24.80%,10.90%,41.10%,63.60%,85.00%,25.80%,10.60%,33.30%,0.382,71.40%,0.338,56.30%,33%,74.10%
2143,1341740032,R. Dooley,Ryan Dooley,Dooley,Ryan,RF,James Madison University,JMU,730340096,James Madison,BBC,L,R,841,191,0,0.246,0.31,0.273,12,2,11.30%,11.70%,84.5,87.4,99.2,104,13.6,26.20%,12.50%,45.90%,73.10%,91.30%,25.10%,6.90%,14.30%,0.378,26.70%,0.303,71.20%,27%,85.00%
2144,1264122624,L. Myers,Luke Myers,Myers,Luke,2B,University at Albany,ALBY,730280448,Albany,BBC,R,R,828,188,0,0.245,0.31,0.265,8,1,14.80%,12.10%,78,77,93.2,97.6,6.4,22.40%,1.70%,35.10%,50.70%,90.90%,18.40%,4.80%,0.00%,-,-,-,70.40%,7%,86.30%
2145,1141526016,J. Carrion,Jordan Carrion,Carrion,Jordan,2B,University of South Carolina,SCAR,730348544,South Carolina,BBC,R,R,597,153,0,0.288,0.309,0.276,10,0,15.00%,5.80%,84.7,85.8,97.7,101.4,3,29.30%,9.80%,50.80%,76.10%,85.20%,27.70%,10.10%,23.50%,0.294,23.50%,0.219,67.40%,26%,80.20%
2146,1048984355,L. Weidner,Landon Weidner,Weidner,Landon,RF,University of West Georgia,UOWG,730308864,West Georgia,BBC,R,R,624,163,0,0.245,0.309,0.198,8,3,26.80%,8.20%,91,88.3,104.9,104.9,5.4,13.60%,4.50%,52.20%,74.60%,75.40%,31.00%,17.30%,25.00%,0.143,100.00%,0,39.80%,32%,66.90%
2147,1275112448,P. Moutzouridis,PJ Moutzouridis,Moutzouridis,PJ,SS,University of California,CAL,730152448,California,BBC,R,R,829,215,0,0.27,0.309,0.251,10,3,13.40%,6.30%,87.5,89.2,102.1,109.8,6.3,25.10%,13.40%,46.30%,71.20%,91.80%,25.30%,7.00%,15.20%,0.295,23.30%,0.29,67.90%,36%,84.90%
2148,1391696428,G. Gandy,Gus Gandy,Gandy,Gus,SS,Samford University,SAM,730386432,Samford,BBC,R,R,752,193,0,0.254,0.309,0.281,11,1,15.50%,7.30%,80.4,80.1,97.6,100.8,6.5,33.80%,9.20%,43.40%,60.10%,87.30%,27.90%,8.50%,55.60%,0.022,11.80%,0.191,67.00%,18%,80.40%
2149,1199283200,A. Rivas,Andrew Rivas,Rivas,Andrew,1B,UC Riverside,UCRV,730281728,UC Riverside,BBC,L,L,735,190,0,0.268,0.309,0.299,10,2,20.50%,9.80%,88.6,83.8,101.5,107.4,10.4,32.20%,16.90%,43.90%,66.80%,83.20%,28.70%,8.80%,30.80%,0.084,-,-,63.30%,34%,79.90%
2150,1124296704,K. Dupont,Kade Dupont,Dupont,Kade,2B,University of Louisiana at Monroe,ULM,730362880,UL Monroe,BBC,R,R,503,133,0,0.248,0.309,0.317,7,0,11.40%,3.60%,81.3,82.4,97.7,102.7,2.6,29.30%,15.20%,52.30%,72.20%,88.30%,34.50%,9.90%,26.70%,0.105,36.80%,0.112,65.90%,22%,81.00%
2151,1207755264,T. Moore,Tucker Moore,Moore,Tucker,C,Liberty University,LIB,730156288,Liberty,BBC,S,R,671,130,0,0.192,0.308,0.24,6,5,31.00%,10.80%,88,89.1,99.5,107.7,22.1,28.60%,18.20%,37.70%,56.60%,79.70%,23.20%,13.40%,35.70%,0.153,33.30%,0.19,37.30%,36%,64.40%
2152,1336721062,D. Smith,Derek Smith,Smith,Derek,C,University of Utah,UTAH,730328320,Utah,BBC,R,R,607,129,0,0.202,0.308,0.288,7,4,38.60%,9.20%,84.7,87.3,106.6,112.9,17.1,29.20%,18.50%,44.20%,65.00%,68.50%,27.80%,18.30%,41.70%,0.205,66.70%,0.091,37.20%,34%,58.60%
2153,1081816590,T. Markey,Tommy Markey,Markey,Tommy,LF,Fordham University,FOR,730324992,Fordham,BBC,L,L,567,138,0,0.246,0.308,0.222,9,3,23.50%,7.60%,76.5,81,100.8,104.6,4.6,25.30%,11.50%,46.20%,66.90%,78.00%,29.70%,12.90%,66.70%,-,0.00%,0.615,61.30%,33%,72.10%
2154,1192592640,C. Harthan,Cam Harthan,Harthan,Cam,CF,Marshall University,MRSH,730333696,Marshall,BBC,L,L,753,207,0,0.261,0.308,0.29,9,1,8.30%,7.00%,81.9,79.7,99.5,103.9,5.2,28.50%,7.00%,50.70%,76.20%,93.00%,33.20%,7.30%,6.30%,0.287,21.40%,0.143,73.00%,26%,85.60%
2155,1327585536,K. Langley,Kyle Langley,Langley,Kyle,LF,James Madison University,JMU,730340096,James Madison,BBC,L,L,809,182,0,0.247,0.308,0.296,9,2,14.90%,12.10%,85.1,82.6,100,104.3,10.9,30.80%,8.90%,42.60%,68.40%,87.80%,23.20%,8.00%,9.40%,0.206,15.80%,0.4,65.40%,28%,81.20%
2156,1242803456,I. Pennington,Ian Pennington,Pennington,Ian,RF,University of Akron,AKR,540536064,Akron,BBC,L,R,669,149,0,0.221,0.308,0.26,9,3,18.00%,12.00%,83.1,87.5,100.7,104.5,15,26.30%,10.10%,44.40%,73.70%,84.10%,19.80%,9.60%,8.30%,0.351,0.00%,0.029,60.00%,35%,78.50%
2157,1859510038,A. Cisneros,Andrew Cisneros,Cisneros,Andrew,SS,Morehead State University,MORE,730158080,Morehead State,BBC,R,R,696,215,0,0.274,0.308,0.291,10,2,3.70%,6.60%,80.2,80.8,95.4,101.2,2.7,24.20%,3.10%,53.70%,78.20%,94.20%,31.30%,5.30%,9.10%,0.369,16.70%,0.139,78.00%,13%,90.10%
2158,1830600232,B. Linker,Brody Linker,Linker,Brody,SS,Presbyterian College,PRE,730184192,Presbyterian,BBC,R,R,649,150,0,0.247,0.308,0.228,10,2,21.90%,6.50%,84.9,86.6,103,107.5,2.6,24.50%,17.60%,47.50%,68.80%,78.50%,28.20%,12.20%,25.00%,0.146,50.00%,0.214,66.70%,34%,74.40%
2159,1184713216,J. Kang,Jordan Kang,Kang,Jordan,2B,Harvard University,HARV,5450,Harvard,BBC,R,R,498,105,0,0.2,0.308,0.297,2,5,32.80%,9.40%,83.8,84.4,100,102.6,16.9,33.30%,23.50%,40.60%,62.30%,90.30%,23.40%,11.40%,37.50%,0.218,25.00%,0.547,37.50%,45%,71.80%
2160,1893896015,A. Ritzer,Alex Ritzer,Ritzer,Alex,2B,University of South Carolina Upstate,SCUS,730317312,South Carolina Upstate,BBC,L,R,734,161,0,0.236,0.308,0.256,5,3,17.70%,13.50%,82.2,76,98.9,104.3,1.1,20.00%,3.30%,37.50%,57.70%,89.40%,19.00%,7.80%,14.30%,0.29,27.30%,0.083,50.00%,22%,79.30%
2161,1973066250,R. Finn,Rory Finn,Finn,Rory,1B,University of Delaware,DEL,730203136,Delaware,BBC,R,R,661,128,0,0.203,0.307,0.304,2,3,34.00%,13.60%,89,91,103.4,111.9,3,23.10%,13.80%,39.30%,56.30%,76.10%,26.40%,16.60%,60.00%,0.296,53.80%,0.13,33.00%,49%,57.70%
2162,1066243898,M. Perez,Matthew Perez,Perez,Matthew,3B,Florida A&M University,FAMU,5416,Florida A&M,BBC,R,R,518,179,0,0.257,0.307,0.163,6,4,18.00%,8.80%,73.9,79.1,89.1,89.3,15.3,33.30%,0.00%,46.70%,60.90%,82.60%,35.60%,7.90%,0.00%,-,40.00%,0,63.20%,0%,83.10%
2163,1279295744,G. Greger,Gavin Greger,Greger,Gavin,CF,Bryant University,BRY,730266880,Bryant,BBC,L,L,766,210,0,0.271,0.307,0.271,15,2,17.70%,6.90%,81.1,81.6,99.5,103,15.7,32.50%,12.20%,53.00%,73.30%,86.60%,36.40%,12.90%,0.00%,0.376,33.30%,0.943,56.70%,21%,75.60%
2164,1097665280,V. Izquierdo,Victor Izquierdo,Izquierdo,Victor,1B,U.S. Naval Academy,NAVY,508,Navy,BBC,R,R,702,177,0,0.26,0.307,0.302,11,2,17.90%,7.50%,86.2,87.3,105.8,114.3,8.8,28.40%,17.20%,44.30%,65.20%,81.70%,28.40%,10.40%,50.00%,0.41,40.00%,0.917,65.00%,39%,76.50%
2165,1299826688,T. Rhodes,Terrence Rhodes,Rhodes,Terrence,2B,Norfolk State University,NORF,3904,Norfolk State,BBC,L,R,363,123,0,0.244,0.307,0.17,9,1,25.40%,5.80%,80.4,92,97.2,103.7,4.5,18.20%,9.10%,46.30%,71.60%,70.60%,28.40%,9.40%,-,-,-,-,52.40%,27%,79.80%
2166,1890388154,J. McKillop,John McKillop,McKillop,John,1B,Army West Point,ARMY,4744,Army,BBC,L,R,489,118,0,0.271,0.307,0.279,8,0,23.90%,8.20%,88.3,86.1,102.8,109.4,10,38.00%,20.30%,44.80%,69.90%,86.20%,29.10%,11.00%,-,0,50.00%,0.804,60.20%,39%,75.30%
2167,1661134820,T. Stroh,Travis Stroh,Stroh,Travis,CF,Fairleigh Dickinson University,FDU,730355200,Fairleigh Dickinson,BBC,R,R,718,185,0,0.254,0.307,0.221,5,2,25.70%,9.30%,76.9,79.8,94.1,102.3,9.1,17.40%,8.70%,45.40%,63.30%,77.90%,30.30%,12.50%,50.00%,0,-,-,48.60%,9%,72.40%
2168,1165637632,J. Altman,Jake Altman,Altman,Jake,3B,Northern Kentucky University,NKU,730230272,Northern Kentucky,BBC,L,R,602,146,0,0.253,0.307,0.252,6,1,13.80%,11.50%,74.6,74.9,91.9,94.6,10.7,22.40%,0.00%,37.90%,55.30%,90.80%,20.20%,5.00%,0.00%,0.117,0.00%,0.285,77.40%,2%,86.80%
2169,1671286171,J. Long,Jake Long,Long,Jake,LF,University of Utah,UTAH,730328320,Utah,BBC,L,R,704,168,0,0.262,0.307,0.304,8,1,17.60%,10.40%,86.6,88.6,100.6,106.9,8.2,30.10%,12.40%,44.20%,65.90%,87.70%,23.40%,8.50%,22.20%,0.551,44.40%,0.125,62.00%,32%,80.70%
2170,1702076794,P. Whitehead,Payton Whitehead,Whitehead,Payton,3B,University of Maine,ME,730275840,Maine,BBC,R,R,689,160,0,0.225,0.307,0.309,4,8,24.00%,7.10%,86.2,90.2,100.6,103.1,12.9,32.80%,23.00%,49.30%,74.20%,77.50%,26.30%,13.90%,50.00%,-,28.60%,0.165,52.30%,46%,71.80%
2171,1334094066,R. Ventura,Ranciel Ventura,Ventura,Ranciel,SS,Mercyhurst College,MCYH,730196224,Mercyhurst,BBC,R,R,735,181,0,0.227,0.307,0.288,11,2,19.30%,10.60%,73.6,65.8,97.3,98.1,13.1,30.40%,13.00%,45.30%,61.20%,86.20%,31.60%,8.70%,0.00%,-,0.00%,0.837,60.70%,17%,80.80%
2172,1232301313,J. Torres,Jose Torres,Torres,Jose,C,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,R,R,762,176,0,0.267,0.306,0.258,10,2,17.60%,6.90%,80.6,85.2,98.4,104.6,2.3,25.20%,6.50%,52.20%,69.40%,83.20%,39.00%,10.90%,31.30%,0.165,25.00%,0.265,72.80%,20%,79.10%
2173,1297494272,R. Johnson,Rj Johnson,Johnson,Rj,LF,Rutgers University,RUTG,730229248,Rutgers,BBC,L,L,759,157,0,0.229,0.306,0.284,5,1,20.10%,13.40%,78.9,84.4,102.3,108.3,9,29.40%,17.60%,41.60%,65.10%,82.10%,24.80%,10.90%,27.80%,0.123,33.30%,0.323,57.40%,30%,73.70%
2174,1614478221,H. Turner,Hassan Turner,Turner,Hassan,RF,Delaware State University,DSU,730217984,Delaware State,BBC,R,R,545,159,0,0.302,0.306,0.334,4,0,23.30%,4.50%,87,86.8,97.9,97.9,9.1,50.00%,25.00%,51.40%,71.00%,74.70%,29.70%,14.10%,-,0,-,0,53.80%,50%,72.50%
2175,1122462464,B. Gumpf,Brady Gumpf,Gumpf,Brady,RF,University of Notre Dame,ND,225,Notre Dame,BBC,R,R,572,127,0,0.236,0.306,0.282,4,5,24.00%,8.20%,88.1,89.2,103.9,109.9,11.3,27.10%,11.80%,48.30%,67.20%,77.40%,33.60%,15.40%,31.30%,0.192,50.00%,0.665,53.70%,39%,68.10%
2176,1188022272,C. Stewart,Conner Stewart,Stewart,Conner,C,Long Beach State University,LBSU,730224128,Long Beach State,BBC,R,R,478,106,0,0.217,0.305,0.303,2,2,12.70%,6.70%,81.7,79.7,98.6,105.2,12.6,33.30%,11.70%,45.80%,71.90%,86.30%,25.00%,9.40%,14.30%,0.252,14.30%,0.003,63.80%,25%,79.50%
2177,1875765945,N. Toole,Noah Toole,Toole,Noah,2B,Radford University,RAD,730267392,Radford,BBC,S,R,783,184,6,0.255,0.305,0.259,10,3,25.50%,8.20%,81.3,80.4,99.4,103.3,8.6,22.60%,9.70%,48.30%,72.40%,84.30%,26.70%,10.70%,40.00%,0.213,80.00%,0.007,59.00%,24%,77.80%
2178,1556013354,D. Willis,Dawson Willis,Willis,Dawson,3B,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,R,R,971,207,0,0.232,0.305,0.256,11,6,27.60%,8.40%,84.4,84.2,103.4,106.6,13.6,25.90%,14.10%,48.80%,70.40%,79.20%,29.70%,13.20%,20.40%,0.299,39.10%,0.451,60.90%,32%,73.00%
2179,1306900480,C. Schneider,Cam Schneider,Schneider,Cam,LF,Fresno State,FRES,730384384,Fresno State,BBC,R,R,737,176,0,0.273,0.305,0.266,8,1,19.30%,7.40%,87.9,87.2,101.6,106.9,-0.7,21.40%,10.30%,43.70%,63.30%,87.80%,29.40%,11.40%,13.30%,0.075,66.70%,0.055,51.20%,39%,73.90%
2180,1282371943,J. Katsaboulas,Jonah Katsaboulas,Katsaboulas,Jonah,3B,University of Tennessee at Martin,UTM,730238976,UT Martin,BBC,R,R,729,198,0,0.278,0.305,0.296,11,0,12.30%,6.60%,88.5,86.8,102.1,102.6,6.6,28.60%,10.70%,48.60%,71.80%,91.50%,23.90%,6.90%,0.00%,0.259,20.00%,0.087,64.20%,29%,85.90%
2181,1443201483,O. Galt,Owen Galt,Galt,Owen,SS,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,R,R,555,148,0,0.277,0.305,0.29,4,0,17.80%,5.30%,84.1,84,99.7,105.1,4.8,24.00%,7.00%,50.50%,72.10%,84.70%,33.60%,12.10%,14.30%,0.222,33.30%,0.15,60.20%,31%,76.10%
2182,1226350592,M. Artzberger,Michelle Artzberger,Artzberger,Michelle,1B,University of Louisiana at Monroe,ULM,730362880,UL Monroe,BBC,L,L,815,204,0,0.255,0.305,0.281,9,4,15.10%,7.60%,87.7,89.4,102.3,108.1,8.2,28.40%,18.20%,46.50%,68.90%,87.40%,29.80%,7.70%,23.10%,0.212,33.30%,0.417,75.40%,40%,83.40%
2183,1136423680,M. Bejarano,Mauri Bejarano,Bejarano,Mauri,2B,Eastern Kentucky University,EKY,5417,Eastern Kentucky,BBC,S,R,726,152,0,0.243,0.304,0.284,2,2,18.70%,12.80%,79.3,82.9,92.7,94.7,5.6,34.10%,0.00%,43.90%,68.30%,78.40%,23.80%,11.00%,22.20%,0.19,55.60%,0.026,57.10%,1%,74.90%
2184,1086301952,B. Arnette,Bryson Arnette,Arnette,Bryson,3B,Lindenwood University,LU,730322176,Lindenwood,BBC,R,R,776,210,0,0.233,0.304,0.252,8,5,14.30%,10.20%,88.3,85.3,103,104.9,10.7,25.90%,11.10%,48.50%,69.50%,81.00%,31.60%,10.70%,50.00%,-,50.00%,0.031,61.50%,30%,77.90%
2185,1342168152,B. Grieve,Bode Grieve,Grieve,Bode,RF,Lafayette College,LAF,730217728,Lafayette,BBC,R,R,707,160,0,0.25,0.304,0.215,5,4,23.90%,5.40%,84.7,85.9,100.7,111,11.6,25.50%,15.50%,42.30%,60.90%,82.50%,24.00%,9.80%,42.90%,0.1,70.00%,0,61.20%,36%,76.90%
2186,1099810304,W. Peifer,Wyatt Peifer,Peifer,Wyatt,3B,James Madison University,JMU,730340096,James Madison,BBC,S,R,860,199,0,0.241,0.304,0.272,10,6,18.80%,7.50%,81.1,87.7,100.6,106.5,6.9,25.30%,12.30%,48.30%,72.70%,89.50%,31.40%,8.70%,32.00%,0.05,35.70%,0.344,69.00%,33%,81.90%
2187,1083613440,C. Jumper,Cross Jumper,Jumper,Cross,RF,Arkansas State University,ARST,730290176,Arkansas State,BBC,R,R,896,211,0,0.28,0.304,0.267,8,2,13.40%,7.90%,85,83.4,102.6,108.4,7.1,25.30%,12.70%,45.90%,69.90%,90.90%,25.70%,7.70%,21.10%,0.386,30.80%,0.191,66.90%,33%,83.20%
2188,1100071168,S. Shaffer,Silas Shaffer,Shaffer,Silas,C,Eastern Kentucky University,EKY,5417,Eastern Kentucky,BBC,R,R,613,143,0,0.259,0.303,0.222,6,2,21.30%,9.10%,85.2,84.7,99,101.9,18.5,36.80%,11.80%,43.20%,64.60%,83.80%,26.30%,12.70%,0.00%,0,53.80%,0.219,40.80%,22%,70.60%
2189,1184443392,G. Dill,Garrett Dill,Dill,Garrett,1B,The Citadel,CIT,730366720,The Citadel,BBC,R,R,697,165,0,0.242,0.303,0.26,10,2,26.00%,6.30%,82.7,78.9,103.1,106,8.7,25.70%,12.40%,50.20%,75.60%,76.40%,28.80%,15.60%,33.30%,0.053,50.00%,0.062,52.00%,30%,68.90%
2190,1930556790,J. Hamilton,Jayden Hamilton,Hamilton,Jayden,3B,Merrimack College,MRMK,730295552,Merrimack,BBC,R,R,565,178,0,0.247,0.303,0.255,12,3,9.10%,7.60%,78.1,75.6,95.8,101.7,7.4,20.00%,2.90%,49.40%,71.40%,89.80%,19.00%,5.30%,0.00%,0.491,33.30%,0.037,72.50%,14%,89.20%
2191,1325548544,C. Loyal,Cooper Loyal,Loyal,Cooper,SS,University at Albany,ALBY,730280448,Albany,BBC,R,R,785,192,0,0.234,0.303,0.253,9,2,21.50%,10.80%,84.1,82.9,97.2,100.6,6,25.90%,5.60%,44.10%,62.10%,80.70%,25.40%,11.00%,0.00%,-,0.00%,0.079,57.30%,24%,75.10%
2192,1196782080,C. Mercado,Cohl Mercado,Mercado,Cohl,RF,Penn State University,PSU,5326,Penn State,BBC,L,L,643,135,0,0.23,0.303,0.324,4,0,11.60%,12.80%,77.9,80.6,92.6,95.1,-2.3,31.40%,1.00%,41.20%,62.50%,90.30%,20.90%,5.00%,0.00%,0.095,25.00%,-,80.90%,3%,87.90%
2193,1153321216,G. Sawa,Grant Sawa,Sawa,Grant,C,Fort Wayne,PFW,730231552,Fort Wayne,BBC,R,R,416,105,0,0.238,0.303,0.208,4,3,24.80%,8.00%,82.8,90.7,100.6,104.5,4.4,15.80%,10.50%,45.00%,63.90%,78.30%,27.20%,13.70%,16.70%,0.077,-,-,48.60%,37%,69.50%
2194,1239328256,O. Carlson,Owen Carlson,Carlson,Owen,2B,Cornell University,COR,730298624,Cornell,BBC,L,R,529,119,0,0.269,0.303,0.266,2,0,17.00%,11.30%,82.9,86.1,97.1,102.3,5.1,29.80%,7.10%,43.30%,70.30%,86.10%,18.40%,8.30%,27.30%,0.295,20.00%,0.322,66.00%,26%,80.80%
2195,1158452736,M. Miceli,Matt Miceli,Miceli,Matt,SS,Stony Brook University,STON,730249984,Stony Brook,BBC,R,R,705,165,0,0.236,0.303,0.24,6,1,9.50%,11.00%,80.9,83.6,93.8,99.5,4.9,18.40%,2.00%,36.70%,58.10%,92.40%,13.30%,3.40%,0.00%,0.479,0.00%,0.024,80.00%,4%,90.70%
2196,1233390336,A. Lane,Alex Lane,Lane,Alex,1B,Northeastern University,NE,343,Northeastern,BBC,R,R,849,205,0,0.234,0.302,0.253,8,5,27.20%,9.10%,84.1,85,103.5,111.5,13.3,31.00%,10.30%,47.90%,73.80%,79.00%,27.10%,15.80%,53.30%,0.108,50.00%,0.354,40.90%,31%,67.10%
2197,1272690432,T. Lindwedel,Tony Lindwedel,Lindwedel,Tony,C,University of Louisiana at Monroe,ULM,730362880,UL Monroe,BBC,R,R,515,122,0,0.23,0.302,0.308,6,3,30.30%,7.60%,84.3,92.5,101.1,104.4,6.2,31.90%,20.80%,48.00%,68.40%,80.20%,30.60%,14.00%,37.50%,0.231,41.70%,0.448,51.90%,39%,70.90%
2198,1854114097,M. Fleck,Maddux Fleck,Fleck,Maddux,SS,James Madison University,JMU,730340096,James Madison,BBC,S,R,726,136,0,0.235,0.302,0.278,8,0,17.20%,15.40%,78.6,76.4,94.3,98.3,4.1,22.20%,2.00%,33.50%,56.90%,91.20%,14.90%,3.40%,12.50%,0.33,0.00%,0.067,86.40%,6%,89.70%
2199,1162501632,L. Vaughan,Logan Vaughan,Vaughan,Logan,C,Texas A&M-Corpus Christi,AMCC,4764,Texas A&M-Corpus Christi,BBC,S,R,457,109,0,0.248,0.302,0.208,5,2,17.10%,9.80%,86.6,84.3,98.2,102,19.9,29.40%,11.80%,46.40%,67.30%,85.70%,27.00%,10.30%,10.00%,0.08,66.70%,0,58.10%,24%,77.80%
2200,1130957433,J. Sosa,Jeremy Sosa,Sosa,Jeremy,LF,Manhattan College,MAN,730363648,Manhattan,BBC,R,R,460,117,0,0.239,0.302,0.25,9,1,25.90%,11.10%,84.6,87.4,99.7,108.1,14.8,23.80%,9.50%,39.80%,59.90%,78.30%,19.20%,8.30%,-,-,-,-,63.60%,33%,79.20%
2201,1310816256,T. Oster,T.J. Oster,Oster,T.J.,2B,Air Force Academy,AFA,730205440,Air Force,BBC,R,R,810,184,0,0.239,0.302,0.232,10,2,20.60%,9.60%,84.8,87.3,98.1,100.8,12.7,38.70%,11.80%,49.50%,73.00%,87.90%,32.50%,11.70%,22.20%,0.079,44.40%,0.212,58.70%,23%,76.30%
2202,1160566617,A. Umbach,Anthony Umbach,Umbach,Anthony,2B,University of Southern Indiana,SIND,730288640,Southern Indiana,BBC,R,R,574,150,0,0.307,0.301,0.212,4,0,10.90%,4.80%,79.3,77.3,93.6,98.1,-1.2,20.30%,1.60%,42.30%,60.50%,96.20%,24.10%,3.00%,-,-,-,-,82.50%,8%,93.00%
2203,1146202880,L. Johnson,Luke Johnson,Johnson,Luke,3B,Cornell University,COR,730298624,Cornell,BBC,R,R,286,81,0,0.222,0.301,0.205,3,4,19.10%,6.70%,79.1,85.7,99.3,103.2,7.5,17.60%,7.80%,50.70%,64.20%,89.80%,36.20%,12.90%,0.00%,-,0.00%,0.018,50.00%,22%,74.50%
2204,1385576884,B. McDevit,Brady McDevit,McDevit,Brady,LF,University of West Georgia,UOWG,730308864,West Georgia,BBC,L,R,610,161,0,0.255,0.301,0.297,7,3,19.20%,6.00%,81.8,81.2,98.5,101.9,8.7,28.00%,16.00%,55.70%,72.90%,80.40%,34.60%,13.80%,66.70%,0.099,100.00%,-,58.00%,20%,75.30%
2205,1207756288,B. Buzzeo,Blake Buzzeo,Buzzeo,Blake,2B,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,R,R,870,199,0,0.241,0.301,0.262,9,2,18.30%,12.20%,80.2,81.8,97.4,102.3,15.6,33.60%,8.80%,46.40%,71.10%,89.30%,25.70%,10.30%,35.70%,0.111,41.70%,0.08,53.80%,20%,77.70%
2206,1314640128,J. DElia,Joe DElia,DElia,Joe,LF,Siena College,SIE,730382592,Siena,BBC,L,L,496,139,0,0.273,0.301,0.186,6,0,22.60%,5.80%,76,66,94,99,0.6,20.00%,0.00%,52.00%,70.20%,78.50%,29.80%,14.30%,33.30%,0.06,100.00%,-,45.10%,7%,72.50%
2207,1279360768,C. Rush,Camden Rush,Rush,Camden,2B,Dartmouth College,DART,730216192,Dartmouth,BBC,R,R,365,90,0,0.267,0.301,0.218,2,2,26.50%,6.10%,83.5,86.2,94.9,97.9,5,18.50%,0.00%,41.10%,58.70%,85.20%,24.20%,6.60%,0.00%,0.043,0.00%,0.304,78.40%,11%,84.00%
2208,1131893504,C. Kenny,Craig Kenny,Kenny,Craig,C,University of Northern Colorado,UNCO,730286592,Northern Colorado,BBC,R,R,708,160,0,0.25,0.301,0.277,4,2,8.90%,11.50%,89.5,82.3,105.3,106,4.9,18.00%,8.00%,33.20%,51.40%,95.60%,12.80%,2.40%,0.00%,0.046,0.00%,0.083,83.30%,30%,92.80%
2209,1142746368,S. Gwynn,Seth Gwynn,Gwynn,Seth,CF,University of California,CAL,730152448,California,BBC,R,R,574,134,0,0.216,0.301,0.262,9,3,15.20%,7.90%,86.4,87.1,100.2,104.5,19.6,22.30%,14.30%,40.80%,65.60%,88.10%,22.00%,7.70%,20.00%,0.404,38.50%,0.184,66.70%,38%,81.20%
2210,1336562432,N. Senese,Nico Senese,Senese,Nico,3B,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,R,R,998,229,0,0.236,0.301,0.283,13,3,12.60%,9.30%,83.5,83.2,99.8,104.8,14.5,28.30%,9.80%,46.10%,65.70%,92.30%,29.20%,6.70%,22.20%,0.262,23.50%,0.352,72.70%,24%,85.40%
2211,1204862208,M. Stellrecht,Mike Stellrecht,Stellrecht,Mike,SS,Binghamton University,BING,730155776,Binghamton,BBC,S,R,888,191,0,0.241,0.301,0.259,12,1,22.70%,9.20%,79.7,82.5,97.4,101.3,6,28.60%,13.30%,44.40%,68.40%,81.20%,20.30%,11.00%,30.80%,0.175,0.00%,0.318,54.40%,21%,75.10%
