Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,P,AB,G,AVG,wOBA,xWOBA,2B,HR,K%,BB%,ExitVel,Air EV,90thExitVel,MinMxExitVel,LaunchAng,LA10-30%,EV95+LA10-30%,Swing%,InZoneSwing%,Z-Contact%,Chase%,SwStrk%,Miss vs 93+ FB,xSLG vs 93+ FB,Miss vs 83+Spin,xSLG vs 83+ Spin,O-Contact%,HardHit%,Contact%
2212,1434805078,N. Dicarlo,Nick Dicarlo,Dicarlo,Nick,CF,North Carolina A&T State University,NCAT,730372352,North Carolina A&T,BBC,U,U,609,161,0,0.261,0.3,0.28,9,0,8.50%,6.30%,75.2,82.1,92.2,97.3,7.1,36.90%,3.10%,53.00%,78.90%,89.60%,21.90%,7.10%,8.30%,0.076,42.90%,0.37,70.70%,5%,86.70%
2213,1219227136,K. Evans,Karson Evans,Evans,Karson,C,University of New Orleans,UNO,5380,New Orleans,BBC,R,R,618,125,0,0.208,0.3,0.281,4,2,24.50%,12.90%,83.5,86.7,98.9,107.7,12.3,37.70%,11.30%,41.30%,62.20%,77.60%,24.10%,11.20%,28.60%,0,28.60%,0.059,66.20%,25%,72.90%
2214,1174043694,H. Lutterman,Hudson Lutterman,Lutterman,Hudson,3B,Virginia Tech,VT,2293,Virginia Tech,BBC,R,R,534,120,0,0.208,0.3,0.246,10,4,17.80%,8.10%,81.9,85.7,99.6,105.7,16.2,30.50%,11.60%,46.80%,68.90%,90.10%,31.20%,9.70%,4.80%,0.133,47.80%,0.178,61.90%,25%,79.20%
2215,1097665536,C. Mitchelle,Christian Mitchelle,Mitchelle,Christian,TWP,University of Cincinnati,CIN,5465,Cincinnati,BBC,R,R,773,198,10,0.253,0.3,0.271,10,3,17.00%,7.60%,83.4,82.1,100.6,104.4,12.2,19.50%,6.70%,44.50%,67.10%,81.40%,22.40%,10.20%,14.80%,0.267,31.00%,0.239,65.10%,30%,77.00%
2216,1325212928,B. Thompson,Bryce Thompson,Thompson,Bryce,RF,Coppin State University,COPP,730194176,Coppin State,BBC,R,R,546,139,0,0.237,0.3,0.302,2,1,20.50%,11.40%,81.6,78.8,91.7,91.8,13.6,17.60%,0.00%,41.60%,55.30%,87.30%,21.00%,10.10%,-,-,-,-,52.00%,0%,75.80%
2217,1307650560,J. Sheffield,Jaden Sheffield,Sheffield,Jaden,LF,Georgetown University,GTWN,2330,Georgetown,BBC,R,R,472,129,0,0.256,0.3,0.191,7,1,25.80%,7.70%,73.2,72.9,97.5,102.4,-2,14.30%,3.60%,48.90%,74.00%,74.30%,37.90%,15.90%,0.00%,0.062,50.00%,0.81,38.20%,21%,67.50%
2218,1657988572,L. Lowe,Logan Lowe,Lowe,Logan,SS,UNC Asheville,UNCA,1570,UNC Asheville,BBC,R,R,865,200,0,0.27,0.299,0.235,7,1,21.70%,7.50%,78.3,86,94.4,97.9,0.6,35.60%,5.10%,37.80%,56.30%,85.90%,19.20%,8.10%,21.40%,0.293,50.00%,0.033,57.30%,7%,78.60%
2219,1290066432,R. Masse,Rowan Masse,Masse,Rowan,3B,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,R,R,663,162,0,0.235,0.299,0.345,6,1,10.50%,9.50%,73.5,81.5,93.4,98.2,2.7,36.40%,2.30%,40.70%,57.80%,88.90%,24.10%,6.30%,0.00%,-,40.00%,0.097,74.40%,9%,84.40%
2220,1232133376,W. Safford,Will Safford,Safford,Will,SS,Louisiana Tech University,LT,3374,Louisiana Tech,BBC,L,R,734,151,0,0.185,0.299,0.268,7,1,13.10%,16.60%,80.9,83.7,97.3,101.7,18.2,22.60%,10.40%,38.80%,63.20%,87.00%,17.30%,6.50%,8.70%,0.244,60.00%,0.155,71.20%,22%,83.20%
2221,1263704320,B. Harrity,Brendan Harrity,Harrity,Brendan,3B,Western Michigan University,WMU,730165248,Western Michigan,BBC,S,R,772,183,0,0.257,0.299,0.221,5,2,23.90%,7.20%,82.6,83.7,98.8,102.2,0.6,18.80%,8.30%,50.80%,72.30%,78.50%,26.90%,16.60%,50.00%,0.188,86.70%,0.186,33.00%,25%,67.30%
2222,1545714589,P. Sundar,Pranav Sundar,Sundar,Pranav,3B,Coppin State University,COPP,730194176,Coppin State,BBC,R,R,454,125,0,0.232,0.299,0.35,7,2,23.60%,6.90%,75.5,56.8,91.8,102.7,7.5,33.30%,0.00%,46.30%,64.10%,84.80%,33.80%,9.50%,-,-,100.00%,0,60.90%,6%,79.50%
2223,1100576512,B. Carter,Bristol Carter,Carter,Bristol,CF,Auburn University,AUB,5466,Auburn,BBC,R,R,593,140,0,0.243,0.299,0.252,7,2,14.70%,8.80%,80.8,80.2,100.3,107.2,10.3,32.20%,12.20%,48.40%,70.10%,87.40%,28.40%,9.60%,23.30%,0.14,37.50%,0.066,62.80%,24%,80.10%
2224,1172379330,E. Fender,Ethan Fender,Fender,Ethan,1B,Oral Roberts University,ORU,730180096,Oral Roberts,BBC,R,R,717,191,0,0.241,0.299,0.286,6,7,19.70%,7.00%,87.8,89.9,100.3,103.9,12.6,32.70%,22.80%,51.90%,75.10%,81.30%,33.90%,12.80%,13.60%,0.145,36.80%,0.272,64.20%,36%,75.30%
2225,1368575942,R. Moody,Reese Moody,Moody,Reese,2B,James Madison University,JMU,730340096,James Madison,BBC,R,R,672,155,0,0.245,0.298,0.259,5,0,11.30%,9.70%,78.8,80.6,95.6,99.8,3.7,21.50%,2.20%,44.20%,69.20%,91.20%,22.50%,7.60%,0.00%,0.209,36.80%,0.171,60.50%,12%,82.80%
2226,1216708689,K. Campbell,Keaton Campbell,Campbell,Keaton,3B,Oral Roberts University,ORU,730180096,Oral Roberts,BBC,R,R,864,219,0,0.274,0.298,0.271,4,2,16.30%,8.60%,85.4,84,104,112.2,-3.6,13.90%,5.20%,47.80%,69.90%,91.10%,28.00%,8.10%,5.90%,0.33,23.80%,0.317,65.90%,32%,83.10%
2227,1230255706,H. Carr,Harry Carr,Carr,Harry,SS,Butler University,BUT,730283520,Butler,BBC,L,R,696,152,0,0.25,0.298,0.236,7,0,26.40%,11.80%,86,85.5,100.7,104.1,6.4,27.80%,13.00%,47.30%,72.20%,77.50%,24.50%,13.80%,33.30%,0,14.30%,0.187,57.30%,37%,70.80%
2228,1333117952,G. Cutting,Garrett Cutting,Cutting,Garrett,SS,Youngstown State University,YSU,730284544,Youngstown State,BBC,R,R,915,218,0,0.22,0.298,0.25,8,6,25.50%,10.50%,84.7,86.1,99.4,108.3,16.4,25.00%,10.30%,47.50%,67.10%,75.30%,32.20%,13.90%,14.30%,0.522,63.60%,0.163,56.60%,28%,70.80%
2229,1272023040,J. Stallcup,John Stallcup,Stallcup,John,C,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,558,132,0,0.242,0.298,0.209,10,2,20.70%,6.70%,85,82.6,97.9,102.3,10.7,22.00%,10.20%,43.40%,62.10%,84.40%,25.00%,10.00%,0.00%,0.109,50.00%,0.046,58.10%,29%,76.90%
2230,1136384256,C. Gibbs,Casey Gibbs,Gibbs,Casey,2B,Longwood University,LONG,730219264,Longwood,BBC,S,R,607,120,0,0.217,0.297,0.273,6,0,24.30%,9.20%,82.9,86.1,98.8,104.4,6,21.20%,7.60%,39.20%,59.50%,84.30%,23.30%,8.40%,-,-,0.00%,-,65.30%,21%,78.60%
2231,1215125760,Z. Casebonne,Zackarie Casebonne,Casebonne,Zackarie,C,Dartmouth College,DART,730216192,Dartmouth,BBC,R,R,404,94,0,0.255,0.297,0.274,3,1,25.90%,9.30%,87,90.1,100.4,102.4,7,26.20%,16.70%,41.30%,60.70%,82.40%,27.30%,13.60%,80.00%,0.311,40.00%,-,40.40%,36%,67.10%
2232,1310590976,W. Barron,Walker Barron,Barron,Walker,C,East Carolina University,ECU,730270720,East Carolina,BBC,R,R,882,208,0,0.25,0.297,0.26,4,3,16.10%,6.60%,82,79.4,99.8,105,-0.7,20.90%,2.90%,43.80%,61.70%,90.50%,27.60%,9.20%,18.90%,0.186,28.60%,0.175,60.50%,25%,79.00%
2233,1258113024,S. McNulty,Sam McNulty,McNulty,Sam,SS,Boston College,BC,227,Boston College,BBC,R,R,810,188,0,0.25,0.297,0.258,7,2,15.10%,9.80%,83,86.5,100.5,104.9,7.3,32.10%,17.50%,43.70%,68.80%,87.40%,23.00%,8.50%,35.00%,0.155,46.70%,0.093,63.40%,31%,80.50%
2234,1310313729,J. Asencio,Jayden Asencio,Asencio,Jayden,C,Coppin State University,COPP,730194176,Coppin State,BBC,L,R,537,126,0,0.23,0.297,0.178,5,1,17.60%,15.00%,78.4,87.2,95.8,96.3,17.5,16.70%,8.30%,41.30%,70.50%,85.50%,24.30%,6.90%,-,0,-,-,72.20%,25%,83.30%
2235,1165892864,C. Titus,Coleson Titus,Titus,Coleson,3B,Army West Point,ARMY,4744,Army,BBC,R,R,813,166,0,0.223,0.297,0.282,8,0,15.80%,9.60%,81,82.2,98.9,101.6,8.4,24.80%,7.60%,46.40%,70.00%,87.80%,31.00%,8.20%,14.30%,-,25.00%,0.051,72.00%,21%,82.20%
2236,1468376832,W. Cook,Will Cook,Cook,Will,1B,Wright State University,WRST,5390,Wright State,BBC,L,R,645,133,0,0.195,0.297,0.269,5,3,30.10%,13.90%,88.5,89.1,103.6,105,14.8,27.30%,18.20%,45.40%,74.10%,64.60%,24.10%,17.50%,45.00%,0.125,25.00%,0.256,49.40%,36%,61.40%
2237,1184712448,W. Lybrook,William Lybrook,Lybrook,William,1B,Harvard University,HARV,5450,Harvard,BBC,R,R,512,110,0,0.245,0.297,0.28,0,1,34.40%,8.40%,86.7,90,107.6,110.4,2.7,28.80%,21.20%,41.60%,60.70%,73.40%,25.90%,16.20%,38.50%,0.125,66.70%,0,36.50%,40%,61.00%
2238,1280063232,R. Willbanks,Reed Willbanks,Willbanks,Reed,CF,Little Rock,UALR,730217472,Little Rock,BBC,R,R,837,175,0,0.24,0.296,0.241,5,2,22.60%,9.90%,79.4,88.5,94.5,99.9,6.2,27.30%,6.10%,47.90%,70.40%,81.40%,27.50%,11.80%,30.80%,0.203,41.70%,0.24,60.50%,9%,75.30%
2239,1992334055,T. Castonguay,Tony Castonguay,Castonguay,Tony,C,University of Northern Colorado,UNCO,730286592,Northern Colorado,BBC,R,R,626,142,0,0.218,0.296,0.206,11,3,24.50%,8.60%,86.7,90.7,99.6,102.7,18.8,41.00%,17.90%,52.60%,75.40%,77.70%,33.90%,18.10%,100.00%,0.048,33.30%,0.063,41.30%,36%,65.70%
2240,1861836809,T. Herb,Tyler Herb,Herb,Tyler,2B,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,L,R,637,154,0,0.266,0.296,0.257,3,2,19.50%,4.70%,82,87,97.6,102.1,6.2,39.20%,10.30%,47.10%,63.90%,88.20%,31.90%,8.80%,17.90%,0.004,37.50%,0.055,68.30%,20%,81.30%
2241,1202725120,L. Knight,Lawson Knight,Knight,Lawson,CF,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,R,R,685,142,0,0.211,0.296,0.242,2,1,14.10%,11.90%,77.5,78.9,95.7,100.6,11.2,19.60%,5.40%,36.80%,56.70%,91.10%,20.60%,4.40%,8.00%,0.097,40.00%,0.039,81.90%,13%,88.10%
2242,1116251136,A. Zollo,Anthony Zollo,Zollo,Anthony,LF,Iona College,IONA,730242048,Iona,BBC,R,R,669,200,0,0.29,0.296,0.226,7,0,9.30%,5.60%,85.9,84.8,94.7,98.2,6.6,36.80%,5.30%,49.50%,69.00%,91.00%,19.30%,6.00%,-,-,-,0,71.40%,11%,87.90%
2243,1173512704,M. Maggio,Michael Maggio,Maggio,Michael,LF,University at Albany,ALBY,730280448,Albany,BBC,S,R,649,153,0,0.222,0.296,0.257,5,0,13.40%,13.90%,80.4,82.2,96.7,100.1,-11.8,15.30%,5.10%,32.50%,44.60%,91.00%,19.60%,4.90%,-,-,-,0,68.80%,15%,84.80%
2244,1275097856,T. Sanders,Troy Sanders,Sanders,Troy,SS,Grand Canyon University,GC,5310,Grand Canyon,BBC,R,R,685,180,0,0.289,0.296,0.256,5,1,14.70%,4.10%,85.5,83,101.5,105.4,1.5,19.40%,7.50%,42.80%,63.30%,88.30%,21.40%,7.40%,23.50%,0.15,50.00%,0.035,64.80%,34%,82.60%
2245,1279685376,D. Cail,Daedrick Cail,Cail,Daedrick,3B,Arkansas State University,ARST,730290176,Arkansas State,BBC,R,R,583,151,0,0.245,0.296,0.264,9,1,14.40%,5.70%,84.6,83.6,100.8,105.7,8.9,30.80%,11.70%,46.00%,69.80%,87.90%,27.50%,9.30%,14.30%,0.251,40.00%,0.17,62.40%,28%,79.90%
2246,1178085632,F. Ingersoll,Fisher Ingersoll,Ingersoll,Fisher,SS,Nicholls State University,NICH,730284032,Nicholls State,BBC,S,R,637,131,0,0.214,0.296,0.238,12,2,40.60%,11.00%,91.1,95.3,104.4,109,11.6,35.00%,23.30%,52.40%,78.60%,74.20%,32.70%,20.10%,20.00%,0.129,40.00%,0.228,40.90%,57%,61.70%
2247,1631460682,C. Robson,Colin Robson,Robson,Colin,CF,Rice University,RICE,2352,Rice,BBC,L,R,535,125,0,0.24,0.295,0.276,3,1,21.90%,11.90%,78.3,78.6,98.3,100.8,7,21.80%,10.30%,43.40%,63.30%,82.40%,25.70%,11.20%,25.90%,0.261,20.00%,0.188,55.60%,21%,74.10%
2248,1430338383,J. Martinez,Jake Martinez,Martinez,Jake,CF,University of Texas-Arlington,UTA,5324,UT Arlington,BBC,R,R,665,182,0,0.28,0.295,0.239,8,1,17.10%,4.70%,85.7,84.3,103.1,107,9.6,30.80%,13.70%,42.90%,62.70%,86.50%,24.80%,8.00%,11.80%,0.083,62.50%,0,67.90%,34%,81.40%
2249,1263449344,B. Lesher,Brett Lesher,Lesher,Brett,SS,University of Delaware,DEL,730203136,Delaware,BBC,R,R,905,203,0,0.232,0.295,0.246,12,4,31.00%,8.60%,88.2,89.4,106.9,114.2,6.9,30.80%,20.60%,44.20%,63.70%,75.70%,29.80%,13.90%,44.40%,0.089,54.50%,0.737,57.20%,40%,68.50%
2250,1162490624,C. Smith-Johnson,Christian Smith-Johnson,Smith-Johnson,Christian,RF,Texas A&M-Corpus Christi,AMCC,4764,Texas A&M-Corpus Christi,BBC,R,R,421,118,0,0.254,0.295,0.276,4,0,19.00%,5.80%,80.2,74,95.9,98.9,8.5,16.70%,0.00%,53.90%,75.50%,83.10%,33.50%,12.60%,0.00%,0.063,41.70%,-,60.90%,22%,76.70%
2251,1873174999,M. Torres,Michael Torres,Torres,Michael,CF,University of Miami,MIA,236,Miami,BBC,L,L,626,134,0,0.231,0.295,0.253,3,1,19.30%,13.90%,83.6,79.3,99.1,102,-5,20.20%,5.60%,38.80%,62.90%,88.60%,18.20%,7.80%,15.60%,0.187,53.80%,0.065,51.70%,27%,79.80%
2252,1186324992,J. Bellows,Jess Bellows,Bellows,Jess,CF,South Dakota State University,SDST,730323200,South Dakota State,BBC,R,R,617,155,0,0.245,0.295,0.262,5,1,23.50%,5.00%,82.3,74.7,98.3,99.3,-0.6,23.30%,6.70%,45.90%,62.10%,85.60%,30.40%,11.00%,0.00%,0.005,50.00%,0,54.10%,23%,76.00%
2253,1318693632,M. Leahy,Matt Leahy,Leahy,Matt,SS,Rider University,RID,730174976,Rider,BBC,R,R,726,198,0,0.237,0.295,0.228,13,0,14.20%,9.90%,76,75.4,92.7,97.4,10.2,19.40%,3.20%,49.70%,72.70%,89.70%,29.80%,8.50%,0.00%,0.434,0.00%,0.136,59.50%,6%,82.80%
2254,1914244644,I. Castro,Isaac Castro,Castro,Isaac,RF,Alabama A&M University,AAMU,730365440,Alabama A&M,BBC,R,R,406,136,0,0.228,0.295,0.171,5,2,21.10%,7.90%,78.1,83.3,97.6,99.7,9.5,40.00%,20.00%,42.90%,56.20%,87.70%,28.30%,8.10%,-,-,-,-,41.70%,27%,81.00%
2255,1294967040,J. Jones,Jayson Jones,Jones,Jayson,3B,Oklahoma State University,OKST,4245,Oklahoma State,BBC,R,R,831,189,0,0.217,0.294,0.306,9,5,25.50%,9.30%,87.8,87.3,108.6,116.1,11.5,22.50%,14.40%,46.70%,73.50%,77.40%,27.10%,13.00%,20.00%,0.79,28.30%,0.213,61.60%,41%,72.20%
2256,1299385600,M. Colella,Matt Colella,Colella,Matt,SS,Lafayette College,LAF,730217728,Lafayette,BBC,R,R,742,179,0,0.257,0.294,0.281,3,0,5.60%,10.70%,81.8,82.8,96.1,100.6,10.3,29.30%,4.70%,42.20%,65.40%,94.10%,23.00%,4.30%,20.00%,0.086,44.40%,0.14,79.10%,15%,89.80%
2257,1263988992,B. Wilson,Blake Wilson,Wilson,Blake,2B,University of Washington,WASH,3110,Washington,BBC,R,R,759,176,0,0.216,0.294,0.249,9,5,26.90%,8.00%,87.9,87.9,102,104.7,11,26.40%,18.40%,45.70%,64.80%,82.40%,31.10%,13.60%,35.70%,0.42,37.50%,0.115,49.20%,38%,70.30%
2258,1972853646,D. Cook,Danny Cook,Cook,Danny,2B,Pepperdine University,PEPP,730338304,Pepperdine,BBC,R,R,560,132,0,0.273,0.294,0.239,7,1,18.60%,4.80%,85.5,87.3,99.8,103,8.6,37.60%,14.10%,50.20%,68.60%,83.10%,33.90%,12.00%,33.30%,0.235,28.60%,0.257,64.00%,27%,76.20%
2259,1143053568,B. Yeatts,Bentley Yeatts,Yeatts,Bentley,3B,Longwood University,LONG,730219264,Longwood,BBC,R,R,493,119,0,0.227,0.294,0.241,2,2,19.40%,10.80%,79.9,82.4,94,100.4,11.8,24.00%,4.00%,40.20%,60.10%,87.00%,22.90%,8.70%,100.00%,-,20.00%,0.105,59.60%,8%,78.30%
2260,1072428669,D. Davis,Diego Davis,Davis,Diego,2B,University of the Pacific,PAC,730386944,Pacific,BBC,R,R,590,143,0,0.273,0.294,0.264,3,0,15.00%,9.00%,80,73.1,97.1,101.2,7.4,19.20%,1.30%,45.80%,71.10%,88.50%,23.90%,8.00%,0.00%,0.277,50.00%,0.076,65.80%,17%,82.60%
2261,1421562378,S. Beck,Sam Beck,Beck,Sam,SS,University of Nebraska-Omaha,NEOM,730235648,Omaha,BBC,R,R,554,121,6,0.24,0.294,0.278,3,0,18.80%,11.10%,82,82.6,98.9,104.8,10.1,29.70%,9.50%,45.80%,68.00%,85.90%,28.10%,8.30%,26.70%,0.288,16.70%,0.348,74.70%,23%,81.90%
2262,1257446656,M. Henshon,Mark Henshon,Henshon,Mark,1B,Brown University,BRWN,730236160,Brown,BBC,R,R,505,100,0,0.21,0.294,0.298,6,1,16.10%,11.00%,83.2,83.3,101.3,107.1,4.2,28.40%,18.90%,32.30%,46.70%,86.90%,20.40%,5.50%,0.00%,0.09,50.00%,0.143,75.00%,35%,82.80%
2263,1275126785,J. Barbour,Jake Barbour,Barbour,Jake,2B,Queens University of Charlotte,QUC,754315264,Queens University of Charlotte,BBC,L,R,749,206,0,0.252,0.294,0.213,8,2,13.20%,7.00%,81.7,78.7,97.3,103.1,15.4,26.40%,4.20%,50.90%,69.80%,87.80%,28.70%,9.70%,24.00%,0.229,20.00%,0.095,59.20%,21%,80.80%
2264,1306903552,S. Pugh,Samson Pugh,Pugh,Samson,CF,Texas State University,TXST,5420,Texas State,BBC,R,R,799,191,0,0.251,0.293,0.278,6,2,22.80%,5.50%,86,86.6,102.3,106.4,13.6,30.60%,20.10%,48.70%,69.10%,85.20%,30.20%,12.80%,36.10%,0.067,38.90%,0.236,50.00%,39%,73.80%
2265,1099849216,B. Loving,Bryant Loving,Loving,Bryant,3B,University of North Alabama,UNA,730266624,North Alabama,BBC,R,R,545,136,0,0.235,0.293,0.219,3,2,24.50%,8.20%,83.5,82.7,99.1,103.6,25.1,31.40%,11.40%,54.70%,76.10%,83.10%,36.00%,16.30%,66.70%,0,50.00%,0.02,48.90%,23%,70.10%
2266,1164563456,V. Mazzara,Victor Mazzara,Mazzara,Victor,3B,University at Albany,ALBY,730280448,Albany,BBC,R,R,641,126,0,0.19,0.293,0.278,2,0,23.30%,11.70%,77.5,82.1,95.1,97.4,-2.5,16.20%,8.10%,32.80%,47.80%,89.90%,21.10%,6.60%,-,-,0.00%,-,57.80%,14%,80.00%
2267,1160633344,B. White,Brayden White,White,Brayden,C,University of Toledo,TOL,5388,Toledo,BBC,R,R,778,176,0,0.244,0.292,0.237,6,3,18.20%,7.90%,83.9,87.2,101.3,107.1,14,23.90%,15.90%,45.80%,67.30%,84.70%,28.10%,10.70%,50.00%,0,40.00%,0.125,60.50%,33%,76.70%
2268,1220599040,S. McDuffie,Shamaar McDuffie,McDuffie,Shamaar,SS,Kennesaw State University,KENN,730197504,Kennesaw State,BBC,R,R,848,182,0,0.236,0.292,0.265,2,0,15.60%,12.60%,80.4,79.9,97.1,101,1.6,24.20%,3.20%,40.10%,64.40%,89.50%,19.80%,7.30%,39.10%,0.213,27.30%,0.314,61.60%,17%,81.80%
2269,1143610880,G. Wright,Gabe Wright,Wright,Gabe,CF,Quinnipiac University,QUIN,730386688,Quinnipiac,BBC,R,R,724,169,0,0.213,0.291,0.209,7,4,26.60%,10.10%,77.6,83.1,102.1,104.1,15.6,29.60%,11.10%,41.40%,58.00%,85.00%,20.70%,9.00%,0.00%,0.667,50.00%,-,55.40%,26%,78.30%
2270,1654773551,Z. Donahue,Zach Donahue,Donahue,Zach,SS,Marist College,MRST,730374656,Marist,BBC,S,R,787,215,0,0.242,0.291,0.31,13,3,12.50%,6.30%,85.4,84.4,99.3,104.1,13.8,40.00%,13.30%,53.40%,76.80%,88.00%,29.80%,9.50%,100.00%,0,0.00%,0.483,64.80%,24%,82.10%
2271,1162594560,M. Williams,Malcolm Williams,Williams,Malcolm,2B,Santa Clara University,SCU,730297600,Santa Clara,BBC,R,R,584,144,0,0.229,0.291,0.248,6,0,18.30%,10.10%,83.3,82.8,100.1,102.8,-0.6,25.30%,8.40%,48.50%,78.40%,84.50%,23.80%,12.30%,33.30%,0.092,32.00%,0.161,44.30%,31%,74.60%
2272,1982391711,J. Montgomery,JoJo Montgomery,Montgomery,JoJo,LF,Villanova University,VILL,730278400,Villanova,BBC,R,R,529,136,0,0.257,0.291,0.277,1,1,15.20%,5.30%,84.9,82.9,100.6,106.8,5.5,28.00%,13.10%,45.20%,70.00%,88.50%,27.60%,9.50%,0.00%,0.188,33.30%,0.397,61.40%,29%,79.10%
2273,1196806913,L. Russell,Landon Russell,Russell,Landon,CF,Stetson University,STET,730261504,Stetson,BBC,R,R,1001,221,0,0.226,0.29,0.246,3,4,24.00%,9.80%,86.1,85.5,101.3,108.7,13.2,27.30%,13.60%,44.80%,64.20%,82.70%,28.80%,11.00%,24.10%,0.069,27.60%,0.159,61.10%,35%,75.40%
2274,1350630265,D. McConnell,Drew McConnell,McConnell,Drew,SS,University of Evansville,EVAN,730327808,Evansville,BBC,L,R,846,174,0,0.207,0.29,0.242,6,5,28.80%,11.20%,83.8,85.5,98.3,102.9,10.5,31.80%,10.60%,44.30%,66.90%,77.30%,23.50%,13.80%,43.80%,0.151,22.20%,0.046,46.00%,25%,68.80%
2275,1210145536,T. Rank,Treyton Rank,Rank,Treyton,1B,Rice University,RICE,2352,Rice,BBC,R,R,796,181,0,0.254,0.29,0.205,7,4,27.30%,4.50%,84.5,86.7,100.9,105.7,4.9,24.10%,15.70%,51.00%,75.10%,79.80%,32.50%,15.80%,31.10%,0.242,39.10%,0.159,49.00%,33%,69.00%
2276,1927468263,J. Cardinale,Joe Cardinale,Cardinale,Joe,CF,Pepperdine University,PEPP,730338304,Pepperdine,BBC,R,R,749,181,0,0.254,0.289,0.276,4,1,18.40%,8.70%,81.1,82,98.4,107.3,4,28.80%,7.20%,43.40%,60.30%,89.40%,27.10%,9.10%,6.70%,0.219,40.00%,0.23,55.90%,18%,79.10%
2277,1751869942,Q. Murphy,Quinn Murphy,Murphy,Quinn,LF,University of Maine,ME,730275840,Maine,BBC,L,L,475,109,0,0.229,0.289,0.248,4,0,16.30%,11.60%,83.7,80.4,96.6,101.3,7.2,28.60%,3.20%,37.90%,57.80%,85.20%,20.90%,6.50%,100.00%,0,50.00%,0.329,74.00%,17%,82.80%
2278,1251439360,N. DeMarco,Nick DeMarco,DeMarco,Nick,3B,University of Notre Dame,ND,225,Notre Dame,BBC,R,R,892,163,0,0.166,0.289,0.284,3,5,25.20%,14.50%,79.3,79.6,100.8,107.1,18.3,31.70%,9.90%,36.40%,59.90%,80.80%,17.50%,9.20%,27.80%,0.451,29.40%,0.126,57.10%,25%,74.80%
2279,1086914846,M. Craig,Michael Craig,Craig,Michael,1B,Hofstra University,HOF,730245120,Hofstra,BBC,L,L,560,148,0,0.27,0.288,0.233,6,0,15.80%,4.80%,80.7,84.3,95.7,97.9,4.2,29.20%,7.30%,50.70%,73.20%,88.00%,31.30%,9.10%,7.70%,0.19,28.60%,0.204,68.60%,14%,82.00%
2280,1104574208,C. Ott,Colby Ott,Ott,Colby,1B,Eastern Kentucky University,EKY,5417,Eastern Kentucky,BBC,R,R,698,171,0,0.228,0.288,0.264,4,3,17.70%,10.10%,79.7,83.6,96.2,101.2,10.8,29.20%,6.70%,49.70%,66.20%,86.60%,34.80%,10.90%,0.00%,0.05,41.20%,0.088,59.50%,12%,78.10%
2281,1213318656,M. Whelehan,Mike Whelehan,Whelehan,Mike,2B,Le Moyne College,LMC,730202880,Le Moyne,BBC,R,R,434,111,0,0.225,0.288,0.219,3,1,17.60%,12.20%,68.5,84.2,85.7,89.7,0.2,25.00%,0.00%,42.60%,57.80%,75.30%,23.50%,8.80%,100.00%,0,-,-,71.40%,0%,79.50%
2282,1594044353,N. Lovarco,Nick Lovarco,Lovarco,Nick,RF,Monmouth University,MONM,4164,Monmouth,BBC,R,R,692,175,0,0.223,0.288,0.242,11,4,24.00%,8.70%,88.6,89.5,104.8,109.6,13.9,27.10%,12.90%,42.90%,68.20%,81.90%,24.30%,11.10%,33.30%,0.127,50.00%,0,56.20%,44%,74.10%
2283,1210138368,B. Mercado,Brock Mercado,Mercado,Brock,C,UNC Asheville,UNCA,1570,UNC Asheville,BBC,L,R,576,120,0,0.225,0.288,0.267,5,0,17.00%,10.90%,75.1,81.7,89.6,97.6,6.5,38.50%,7.70%,39.90%,54.40%,88.00%,26.80%,8.50%,27.30%,-,-,-,61.80%,8%,78.70%
2284,1248441600,L. Nascimento,Luke Nascimento,Nascimento,Luke,C,Bucknell University,BUCK,730214144,Bucknell,BBC,R,R,577,106,0,0.179,0.288,0.25,5,1,38.70%,15.30%,83.2,93.1,102.3,106.8,3.3,36.00%,26.00%,38.50%,57.30%,72.40%,22.10%,12.80%,66.70%,0.115,20.00%,0.09,54.50%,42%,66.70%
2285,1310814464,N. Alderfer,Nick Alderfer,Alderfer,Nick,3B,Queens University of Charlotte,QUC,754315264,Queens University of Charlotte,BBC,R,R,849,200,0,0.225,0.287,0.212,6,3,21.60%,7.90%,83.4,85.2,97.1,100.9,5.5,19.00%,8.60%,51.20%,72.90%,79.50%,29.50%,13.80%,25.00%,0.181,42.90%,0.323,57.50%,26%,73.10%
2286,1153413120,K. Eddington,Kyle Eddington,Eddington,Kyle,SS,UMBC,UMBC,730210304,UMBC,BBC,R,R,518,126,0,0.222,0.287,0.261,1,1,21.00%,8.30%,78.1,76.9,91.6,97.9,13.5,20.00%,0.00%,41.70%,64.50%,87.50%,27.00%,10.20%,0.00%,0.274,100.00%,0,46.20%,2%,75.50%
