Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,P,AB,G,AVG,wOBA,xWOBA,2B,HR,K%,BB%,ExitVel,Air EV,90thExitVel,MinMxExitVel,LaunchAng,LA10-30%,EV95+LA10-30%,Swing%,Z-Swing,Z-Contact%,O-Swing%,SwStrk%,Miss vs 93+ FB,xSLG vs 93+ FB,Miss vs Spin 83+,xSLG vs 83+ Spin
,1209806592,B. Girton,Brendan Girton,Girton,Brendan,P,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,R,R,0,0,15,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1232633344,J. Cinnella,Joe Cinnella,Cinnella,Joe,P,University of Connecticut,CONN,5486,Connecticut,BBC,L,L,0,0,23,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1242911488,G. Coe,Garrett Coe,Coe,Garrett,P,University of Connecticut,CONN,5486,Connecticut,BBC,L,L,0,0,20,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1271072256,R. Lambert,Ryan Lambert,Lambert,Ryan,P,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,R,R,0,0,23,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1293472256,K. Finnegan,Kieran Finnegan,Finnegan,Kieran,P,University of Connecticut,CONN,5486,Connecticut,BBC,L,L,0,0,11,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1075205376,C. Whittaker,Conner Whittaker,Whittaker,Conner,P,Florida State University,FSU,101,Florida State,BBC,R,R,0,0,17,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1153005824,S. Quigley,Stephen Quigley,Quigley,Stephen,P,University of Connecticut,CONN,5486,Connecticut,BBC,S,R,0,0,19,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1192944384,J. Charles,Joe Charles,Charles,Joe,P,Florida State University,FSU,101,Florida State,BBC,R,R,0,0,30,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1203036160,B. Oxford,Brennen Oxford,Oxford,Brennen,P,Florida State University,FSU,101,Florida State,BBC,R,L,0,0,32,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1273722368,B. Afthim,Brady Afthim,Afthim,Brady,P,University of Connecticut,CONN,5486,Connecticut,BBC,R,R,0,0,22,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1099493120,C. Trapp,Casey Trapp,Trapp,Casey,P,Creighton University,CREI,730243840,Creighton,BBC,L,L,0,0,23,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1123945728,S. Curtin,Shane Curtin,Curtin,Shane,P,Creighton University,CREI,730243840,Creighton,BBC,L,L,0,0,24,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1201714432,J. Pineau,Jack Pineau,Pineau,Jack,P,Creighton University,CREI,730243840,Creighton,BBC,R,R,0,0,12,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1217524736,D. Hammond,Daniel Hammond,Hammond,Daniel,P,Creighton University,CREI,730243840,Creighton,BBC,R,R,0,0,24,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1278227712,M. Koch,Mason Koch,Koch,Mason,P,Creighton University,CREI,730243840,Creighton,BBC,R,R,0,0,25,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1084375552,S. Wendt,Shea Wendt,Wendt,Shea,P,Creighton University,CREI,730243840,Creighton,BBC,R,R,0,0,15,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1139728640,B. Holland,Brendan Holland,Holland,Brendan,P,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,R,L,0,0,11,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1153573120,P. Primeaux,Parker Primeaux,Primeaux,Parker,P,Creighton University,CREI,730243840,Creighton,BBC,R,R,0,0,17,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1190202112,T. Lamb,Tommy Lamb,Lamb,Tommy,P,Creighton University,CREI,730243840,Creighton,BBC,L,L,0,0,22,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1222787584,M. Cota,Miles Cota,Cota,Miles,P,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,R,R,0,0,18,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1233520896,J. Jette,Jacob Jette,Jette,Jacob,P,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,L,L,0,0,14,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1284012800,M. Vetock,Malakai Vetock,Vetock,Malakai,P,Creighton University,CREI,730243840,Creighton,BBC,R,R,0,0,17,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1192784896,W. Kent,Will Kent,Kent,Will,P,South Dakota State University,SDST,730323200,South Dakota State,BBC,R,R,0,0,16,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1269694720,E. Nissen,Eli Nissen,Nissen,Eli,P,Creighton University,CREI,730243840,Creighton,BBC,L,L,0,0,15,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1320299776,J. Kruger,Jack Kruger,Kruger,Jack,P,South Dakota State University,SDST,730323200,South Dakota State,BBC,R,R,0,0,12,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1332927232,B. Hawkins,Brady Hawkins,Hawkins,Brady,P,South Dakota State University,SDST,730323200,South Dakota State,BBC,R,R,0,0,14,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1084375296,T. Timmerman,Tucker Timmerman,Timmerman,Tucker,P,University of Nebraska,NEB,4865,Nebraska,BBC,R,R,0,0,15,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1115509248,K. Perry,Kyle Perry,Perry,Kyle,P,University of Nebraska,NEB,4865,Nebraska,BBC,L,L,0,0,25,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1162602240,C. Clark,Caleb Clark,Clark,Caleb,P,University of Nebraska,NEB,4865,Nebraska,BBC,L,L,0,0,17,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1238081536,R. Sanders,Rans Sanders,Sanders,Rans,P,University of Nebraska,NEB,4865,Nebraska,BBC,R,R,0,0,18,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1332973056,J. Worthley,Jalen Worthley,Worthley,Jalen,P,University of Nebraska,NEB,4865,Nebraska,BBC,L,L,0,0,22,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1100114176,J. Balzan,Jackson Balzan,Balzan,Jackson,P,Seton Hall University,HALL,730272512,Seton Hall,BBC,L,L,0,0,18,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1283396096,M. Gillen,Michael Gillen,Gillen,Michael,P,Seton Hall University,HALL,730272512,Seton Hall,BBC,R,R,0,0,17,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1292583936,J. Allmer,Jay Allmer,Allmer,Jay,P,Seton Hall University,HALL,730272512,Seton Hall,BBC,R,R,0,0,25,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1293214208,J. Burke,James Burke,Burke,James,P,Creighton University,CREI,730243840,Creighton,BBC,R,R,0,0,16,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1125676544,C. Saner,Chad Saner,Saner,Chad,P,Creighton University,CREI,730243840,Creighton,BBC,R,R,0,0,12,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1163451392,A. DAmbrosio,Alex DAmbrosio,DAmbrosio,Alex,P,Seton Hall University,HALL,730272512,Seton Hall,BBC,R,R,0,0,15,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1237056768,C. Hansen,Cole Hansen,Hansen,Cole,P,Seton Hall University,HALL,730272512,Seton Hall,BBC,R,R,0,0,14,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1277667072,N. Espelin,Nate Espelin,Espelin,Nate,P,Seton Hall University,HALL,730272512,Seton Hall,BBC,R,L,0,0,25,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1227022592,J. Bach,Jack Bach,Bach,Jack,P,Central Michigan University,CMU,5342,Central Michigan,BBC,R,R,0,0,17,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1244473344,B. Hellgeth,Bryce Hellgeth,Hellgeth,Bryce,P,Central Michigan University,CMU,5342,Central Michigan,BBC,R,R,0,0,22,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1245181184,Q. Konuszewski,Quin Konuszewski,Konuszewski,Quin,P,Central Michigan University,CMU,5342,Central Michigan,BBC,L,L,0,0,18,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1167234817,J. Brown,Jake Brown,Brown,Jake,P,Central Michigan University,CMU,5342,Central Michigan,BBC,L,R,0,0,11,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1202990336,K. Batka,Keegan Batka,Batka,Keegan,P,Central Michigan University,CMU,5342,Central Michigan,BBC,R,R,0,0,16,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1227021824,E. Waters,Evan Waters,Waters,Evan,P,Central Michigan University,CMU,5342,Central Michigan,BBC,L,L,0,0,22,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1112150528,R. Bogusz,Ryan Bogusz,Bogusz,Ryan,P,Oklahoma State University,OKST,4245,Oklahoma State,BBC,R,R,0,0,19,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1123959040,D. Blake,Drew Blake,Blake,Drew,P,Oklahoma State University,OKST,4245,Oklahoma State,BBC,L,L,0,0,23,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1311032320,T. Molsky,Tommy Molsky,Molsky,Tommy,P,Oklahoma State University,OKST,4245,Oklahoma State,BBC,R,R,0,0,19,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1086060032,C. Swenson,Cade Swenson,Swenson,Cade,P,New Mexico State University,NMSU,730302720,New Mexico State,BBC,R,R,0,0,18,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1154793216,B. Baltus,Brady Baltus,Baltus,Brady,P,New Mexico State University,NMSU,730302720,New Mexico State,BBC,R,R,0,0,10,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1162036992,H. Lewis,Hayden Lewis,Lewis,Hayden,P,New Mexico State University,NMSU,730302720,New Mexico State,BBC,R,R,0,0,12,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1262020352,S. Soto,Saul Soto,Soto,Saul,P,New Mexico State University,NMSU,730302720,New Mexico State,BBC,R,R,0,0,21,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1332073984,H. Walker,Hayden Walker,Walker,Hayden,P,New Mexico State University,NMSU,730302720,New Mexico State,BBC,L,L,0,0,16,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1107496448,W. Larson,Will Larson,Larson,Will,P,Stephen F. Austin State University,SFA,730227200,Stephen F. Austin State,BBC,L,L,0,0,20,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1130328576,C. Wilson,Crew Wilson,Wilson,Crew,P,Stephen F. Austin State University,SFA,730227200,Stephen F. Austin State,BBC,R,R,0,0,14,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1273284608,D. Haines,Dillon Haines,Haines,Dillon,P,Dallas Baptist University,DBU,730198016,Dallas Baptist,BBC,L,L,0,0,15,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1340663040,D. Mulcahy,Dylan Mulcahy,Mulcahy,Dylan,P,Stephen F. Austin State University,SFA,730227200,Stephen F. Austin State,BBC,R,R,0,0,11,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1113138432,J. Steeber,Joe Steeber,Steeber,Joe,P,University of Texas-Arlington,UTA,5324,UT Arlington,BBC,R,R,0,0,21,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1237043456,J. Scrantom,Jason Scrantom,Scrantom,Jason,P,University of Texas-Arlington,UTA,5324,UT Arlington,BBC,R,R,0,0,14,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1250203904,J. Hasty,Jacob Hasty,Hasty,Jacob,P,University of Texas-Arlington,UTA,5324,UT Arlington,BBC,L,L,0,0,24,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1317669632,G. Gearner,Garrett Gearner,Gearner,Garrett,P,University of Texas-Arlington,UTA,5324,UT Arlington,BBC,R,R,0,0,17,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1336030976,C. McGlade,Cade McGlade,McGlade,Cade,P,University of Texas-Arlington,UTA,5324,UT Arlington,BBC,L,L,0,0,17,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1145519360,T. Meza,Treyjen Meza,Meza,Treyjen,P,New Mexico State University,NMSU,730302720,New Mexico State,BBC,S,R,0,0,18,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1105475584,E. Alwine,Evan Alwine,Alwine,Evan,P,Florida International University,FIU,4468,Florida International,BBC,R,R,0,0,12,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1116119296,K. Martin,Kevin Martin,Martin,Kevin,P,Florida International University,FIU,4468,Florida International,BBC,R,R,0,0,18,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1184444928,O. Puk,Owen Puk,Puk,Owen,P,Florida International University,FIU,4468,Florida International,BBC,R,R,0,0,15,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1247534592,B. Greene,Bryce Greene,Greene,Bryce,P,Florida International University,FIU,4468,Florida International,BBC,R,R,0,0,19,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1336107520,J. Bishop,Jaydon Bishop,Bishop,Jaydon,P,Florida International University,FIU,4468,Florida International,BBC,L,L,0,0,19,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1107495936,C. Higgins,Cal Higgins,Higgins,Cal,P,Western Kentucky University,WKU,730212096,Western Kentucky,BBC,L,L,0,0,22,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1241220864,C. Heath,Cole Heath,Heath,Cole,P,Western Kentucky University,WKU,730212096,Western Kentucky,BBC,R,R,0,0,19,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1294409728,C. Bosecker,Cory Bosecker,Bosecker,Cory,P,Western Kentucky University,WKU,730212096,Western Kentucky,BBC,L,L,0,0,18,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1298777856,G. Burleson,Grant Burleson,Burleson,Grant,P,Western Kentucky University,WKU,730212096,Western Kentucky,BBC,R,R,0,0,20,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1303167488,D. Whalen,Drew Whalen,Whalen,Drew,P,Western Kentucky University,WKU,730212096,Western Kentucky,BBC,R,R,0,0,16,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1327606272,C. Moe,Coby Moe,Moe,Coby,P,Western Kentucky University,WKU,730212096,Western Kentucky,BBC,R,R,0,0,17,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1084485120,M. Dumsky,Marco Dumsky,Dumsky,Marco,P,Dartmouth College,DART,730216192,Dartmouth,BBC,R,R,0,0,11,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1111334657,D. Koenen,Drew Koenen,Koenen,Drew,P,Dartmouth College,DART,730216192,Dartmouth,BBC,R,R,0,0,16,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1135183360,S. Bauer,Shane Bauer,Bauer,Shane,P,Dartmouth College,DART,730216192,Dartmouth,BBC,R,R,0,0,13,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1182295552,J. Faulkner,Jacob Faulkner,Faulkner,Jacob,P,Princeton University,PRIN,730198784,Princeton,BBC,R,R,0,0,20,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1235355648,E. Eaton,Elliot Eaton,Eaton,Elliot,P,Princeton University,PRIN,730198784,Princeton,BBC,L,L,0,0,10,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1239188224,D. Will,Danny Will,Will,Danny,P,Dartmouth College,DART,730216192,Dartmouth,BBC,L,L,0,0,17,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1127276800,R. Scott,Ryan Scott,Scott,Ryan,P,University of Maine,ME,730275840,Maine,BBC,R,R,0,0,15,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1130657536,N. Lewis,Noah Lewis,Lewis,Noah,P,University of Maine,ME,730275840,Maine,BBC,R,R,0,0,17,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1139443968,M. Smaracko,Marshall Smaracko,Smaracko,Marshall,P,University of Maine,ME,730275840,Maine,BBC,R,R,0,0,20,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1143021568,B. Cockburn,Blaine Cockburn,Cockburn,Blaine,P,University of Maine,ME,730275840,Maine,BBC,L,L,0,0,13,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1213030656,J. Kreiger,Jason Kreiger,Kreiger,Jason,P,University of Maine,ME,730275840,Maine,BBC,R,R,0,0,16,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1225725952,O. Wheeler,Owen Wheeler,Wheeler,Owen,P,University of Maine,ME,730275840,Maine,BBC,R,R,0,0,14,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1287055616,E. Albert,Eddie Albert,Albert,Eddie,P,Dartmouth College,DART,730216192,Dartmouth,BBC,R,R,0,0,12,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1306184704,C. Carson,Colton Carson,Carson,Colton,P,University of Maine,ME,730275840,Maine,BBC,R,R,0,0,14,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1196796416,C. Cavanaugh,Cooper Cavanaugh,Cavanaugh,Cooper,P,Davidson College,DAV,730363136,Davidson,BBC,R,L,0,0,12,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1211993856,R. Bradshaw,Riley Bradshaw,Bradshaw,Riley,P,Morehead State University,MORE,730158080,Morehead State,BBC,L,L,0,0,11,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1297134336,Z. Taylor,Zach Taylor,Taylor,Zach,P,Morehead State University,MORE,730158080,Morehead State,BBC,R,R,0,0,13,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1297496064,I. Fix,Isaac Fix,Fix,Isaac,P,Davidson College,DAV,730363136,Davidson,BBC,R,L,0,0,19,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1310380288,B. Poynter,Bradley Poynter,Poynter,Bradley,P,Morehead State University,MORE,730158080,Morehead State,BBC,R,R,0,0,12,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1335577089,T. Callahan,Trevor Callahan,Callahan,Trevor,P,Morehead State University,MORE,730158080,Morehead State,BBC,R,R,0,0,23,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1116320256,A. Sachais,Alec Sachais,Sachais,Alec,P,Villanova University,VILL,730278400,Villanova,BBC,R,R,0,0,23,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1142896640,C. Udell,Cade Udell,Udell,Cade,P,Villanova University,VILL,730278400,Villanova,BBC,S,R,0,0,13,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1215681536,R. Feczko,Ryan Feczko,Feczko,Ryan,P,Davidson College,DAV,730363136,Davidson,BBC,L,L,0,0,15,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1219693312,J. Dunagan,Jake Dunagan,Dunagan,Jake,IF,Davidson College,DAV,730363136,Davidson,BBC,R,R,0,0,19,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1228144128,T. Whelan,Thomas Whelan,Whelan,Thomas,P,Davidson College,DAV,730363136,Davidson,BBC,R,R,0,0,15,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1232208640,L. McCollough,Luke McCollough,McCollough,Luke,P,Villanova University,VILL,730278400,Villanova,BBC,L,R,0,0,14,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1279144448,J. Francis,Jake Francis,Francis,Jake,P,Villanova University,VILL,730278400,Villanova,BBC,R,R,0,0,18,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1297623296,Z. Camp,Zach Camp,Camp,Zach,P,Villanova University,VILL,730278400,Villanova,BBC,R,R,0,0,23,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1172328704,A. Mulamekic,Arnad Mulamekic,Mulamekic,Arnad,P,Siena College,SIE,730382592,Siena,BBC,R,L,0,0,14,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1273168897,B. Champey,Brycen Champey,Champey,Brycen,P,Davidson College,DAV,730363136,Davidson,BBC,R,R,0,0,21,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1172328192,B. Rozakis,Billy Rozakis,Rozakis,Billy,P,Siena College,SIE,730382592,Siena,BBC,L,L,0,0,13,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1238172160,N. Rodriguez,Noah Rodriguez,Rodriguez,Noah,P,Siena College,SIE,730382592,Siena,BBC,L,R,0,0,18,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1269611520,C. Byrne,Connor Byrne,Byrne,Connor,P,Siena College,SIE,730382592,Siena,BBC,R,R,0,0,16,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1086258176,W. McCausland,Will McCausland,McCausland,Will,P,Saint Joseph's University,JOES,730332416,Saint Joseph's,BBC,R,R,0,0,15,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1136957440,W. Perkins,Wilson Perkins,Perkins,Wilson,P,Davidson College,DAV,730363136,Davidson,BBC,R,R,0,0,15,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1169595136,D. Owsik,David Owsik,Owsik,David,P,Saint Joseph's University,JOES,730332416,Saint Joseph's,BBC,R,R,0,0,10,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1182049536,J. Ban,Jason Ban,Ban,Jason,P,Davidson College,DAV,730363136,Davidson,BBC,L,L,0,0,15,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1238099712,M. Weber,Matt Weber,Weber,Matt,P,Davidson College,DAV,730363136,Davidson,BBC,R,L,0,0,18,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1297017344,M. McShane,Matt McShane,McShane,Matt,P,Saint Joseph's University,JOES,730332416,Saint Joseph's,BBC,R,R,0,0,20,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1328222720,A. Rodriguez,Alec Rodriguez,Rodriguez,Alec,P,Saint Joseph's University,JOES,730332416,Saint Joseph's,BBC,R,R,0,0,22,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1103162880,B. Efird,Blake Efird,Efird,Blake,P,Queens University of Charlotte,QUC,754315264,Queens University of Charlotte,BBC,S,R,0,0,16,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1191505409,M. Baermann,Micah Baermann,Baermann,Micah,P,Davidson College,DAV,730363136,Davidson,BBC,R,R,0,0,16,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1207460608,I. Kopalchick,Isaac Kopalchick,Kopalchick,Isaac,P,Queens University of Charlotte,QUC,754315264,Queens University of Charlotte,BBC,R,R,0,0,11,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
